variancia_ao_quadrado,curtose,beta
0.07236281092901824,-0.3268824411336211,-1.385119400321902
0.09061515181844944,-0.38911301092599526,-3.4139566034499036
0.9650439572416429,-0.0990516749905348,-1.9724822585887902
0.25430852230828993,-0.8494526511191443,-2.4902993107057747
0.8539134659122358,0.7428688830183638,-3.2261253175130156
0.7029971007570127,-1.104227245994783,-3.7980981153906557
2.9033306239346643,-0.4452732685084042,-2.1730827692766033
0.15843696538047697,-0.34332749752964853,0.3834601485096984
0.4880652539547876,-0.39777514180513807,-3.3135990813737166
3.097633272987323,-1.2688737412094846,-1.9770436286475064
1.366927313130631,-0.6255652969222618,-1.5089666490953566
0.22482002089819522,-0.9418455110563011,-0.935092673488398
10.344896048656825,-0.6406911625695022,-1.3096412120366148
3.2822132795150507,0.3736555020324732,-1.71110526285502
1.8807589166323746,-0.8255681149929925,-1.4197468985982027
7.070798922259551,-1.3175479854182401,-0.8582019096275783
17.242971978826322,-0.4772854609617636,-1.231189763102862
16.224340649417297,-1.035987427329259,-1.2288826792140823
53.86002821311625,-0.6660902162770292,-2.030499750855327
12.344754408232816,-0.7363389228796273,-1.9398684639012078
50.86518147015136,-0.5497738820802738,-1.6589109829327282
10.667284594191463,-0.204384339221364,-1.2897999015248938
919.5712400862715,-1.1864595136028346,-2.002637947329315
21.11304595683293,-0.4808200707502164,-1.7144185047091975
2309.5425406555155,-1.6144072340304805,-1.9072480031622372
57.925128435736426,1.010481564906161,-1.4352997190763683
63.219520483645596,-1.0852329204916569,-1.7937242959379673
688.307911342932,-0.5616281540780816,-1.5215199363712748
654.2237455399982,-0.2450579183502839,-1.5306437078730548
1137.7239809080927,-1.4739441268071416,-1.772835731081033
1305.1134685282875,-0.7352147914819667,-1.7778671153898888
3125.7348521846525,0.5663725681563121,-1.9357958982240158
2392.6122837849293,-0.631417432249171,-1.653491650744684
11569.905197925638,-1.4498099218885223,-1.833640021103981
532.0526063181429,-1.0989403494737997,-1.8097501911491518
524.3155292467974,-0.5137537967137429,-1.6451015038416892
209.44360962500056,-0.2115205334503827,-1.7991225968114226
390.1913240101284,0.011528836658282415,-1.7072644117810372
1418.538983796087,-0.35800028544751106,-1.8583454753701096
1150.9957030623927,0.3980032166879983,-1.940060085317351
49457.68105929102,-1.0833432542023886,-2.0101273698564475
9635.73472312815,-0.4594347675221946,-2.270333691916029
62546.64908703002,-0.7160108905331501,-2.041062567457933
42044.65477293955,1.1492166246834916,-2.2018357129593356
3423.558351064587,-0.3497186778454786,-1.7966136404446442
6462.657716674151,1.3349881678176967,-1.8772369180457213
52191.73949428041,-1.0835761697254669,-1.9833671914574789
14766.938804872829,-0.21763172299774647,-1.6602224637959035
2487.2922595269174,-0.36804618522641563,-2.0896640601054957
553659.5979454763,-1.2286259121971121,-1.552116169054484
352164.95859152783,-0.17943115214961036,-2.0346165240188716
28452.324060559273,0.3418587928985102,-1.940743644024657
29421.977402097593,-0.5147142345194555,-1.756682048435052
304764.73158269015,-1.1332043776036125,-1.791209945958562
1189379.370026947,-1.2078464756138572,-1.9328453123182414
975197.0140880607,-0.633854549571423,-1.5026904187342065
3139292.688795797,-0.9847970766943726,-1.9851680840573258
55212.94554287776,-0.9170913780382897,-2.1276362248064458
132252.62790760276,-0.483607257233432,-1.9537439119623818
89569.53928549403,-1.1082393766962135,-2.057145214625994
6980756.478952731,-0.8524513985380286,-2.1384331367643714
55977761.1370904,-0.90088204154263,-2.150997463721509
910228.5564304191,-0.5609557529127289,-1.4234548839221053
