variancia,assimetria,curtose
3.348473599937674e-07,-0.3904441074445789,-0.6761614173819752
2.0574508016657863e-07,-0.09606494060410971,-0.4603345118681048
7.991246347117306e-07,-0.2110433446394106,-0.9991385277419358
4.6203964491682476e-07,0.5568528826739406,-0.44346836616585916
1.4003724076157256e-07,-0.14196762471529073,-0.3528593816017285
1.9796641881982121e-07,0.16632815205103219,-0.5804461495517974
1.5579158870230054e-07,0.32554625256367825,0.06903146022778639
9.415862284787619e-07,-0.22105726443205279,-1.278096781624335
3.732433207551048e-07,0.45327806565179035,-0.3298908036008217
7.35178639645385e-07,0.8741659991414441,0.12268991260176465
3.6250895305079874e-06,-0.026174701640983056,-1.2364097817616075
4.030247547731928e-06,0.2256047490427926,-0.2966164776946143
1.097502590033312e-06,-0.6501092251692205,0.26238349052106624
5.31962669029703e-07,0.23673817647990822,-0.6198294742420969
5.649843849859719e-07,-0.8293551727210634,-0.10983322807356766
2.579653418402286e-06,0.10208339475401425,-1.0248408711521058
8.84052042721386e-07,-0.2030709679928185,-0.31623289310034686
1.9796942731701056e-06,0.9757555827652911,0.11411459955383174
4.3819546250693345e-06,-0.2017255364639014,-1.492138853345802
4.99397655400626e-06,-0.36826719958188925,-1.463783413015029
1.9412043626556465e-05,-0.25005487995796166,-1.5006799989696487
8.80163536337192e-06,0.10867874892969681,-0.8253151837513477
4.835940974068679e-06,-0.21069880554364004,-0.5879975638678125
7.472094231905351e-06,0.9139311914837864,1.753927552032303
8.988929097898163e-06,-0.624660867015225,-0.23708485058720585
7.185924303008294e-06,-0.5865747018645425,0.41501294589228443
2.2376564464254937e-05,-0.22652370268312227,-0.42961167044685933
2.822466996864761e-05,-0.10499185440632253,-1.3357627293021064
9.858017245855219e-06,0.9975258041398218,2.0377420939161044
9.235681469567808e-06,0.6910046350018884,-0.5115783679228296
7.265378372074532e-05,-0.14498086137340488,-1.0290029763572324
3.371923717779962e-05,0.19559848207063585,-0.9369760432094281
1.408479673221342e-05,-0.22229959327705745,-0.25895528055060124
2.6951801066047768e-05,-0.007295696790098934,-0.6608115554581744
1.0197029825694693e-05,0.31520574240397536,-0.1439150213784135
1.980673852644718e-05,0.21584551631907264,-1.2043270249859095
3.6511077544298446e-05,-0.483544632382768,0.8464078734015583
6.812371086250028e-05,0.7435971051907707,-0.6095666285359291
1.7748710246941836e-05,0.33648269224000205,-0.9130452692120263
3.763502200005304e-05,0.4833020392315809,-0.9549694410898937
0.00018729732349843424,-0.4401515837803577,-1.1483834881545654
8.759140672772306e-05,-0.35206551620028115,-0.6862501197763828
0.0004621608412125198,0.48635999798058865,-1.062855506789855
0.00016312637428957404,-0.10749427512793584,-0.6685344688711892
0.00011817079975245074,0.35524872646694666,0.4095427469311841
8.093446125126575e-05,-0.058789634917977306,-1.0174092760549538
0.0001381331639920366,-0.05819246293359306,-1.2046007597559272
0.00011730173907268004,-0.07543584275936549,-0.4311089379661328
0.00026197630278191627,0.30253794684372715,-0.8280655487295849
0.0002185766686013128,0.20000971401239995,-1.0950772786281375
0.0004965589530098917,-0.462488455745312,-1.2969479965926523
0.0013388848634093974,-0.1515794467541237,-0.9904081669818976
0.0002976557215753473,-0.28336526325549793,-0.890722110685878
0.00021320278735427388,-0.4090994016741321,-0.32569554741817885
0.000990004977452438,0.4321365843103739,-0.848916371675577
0.00044757160245021457,-0.3689403392505216,-1.0281443313846894
0.000129586929028613,0.001982226044668415,-0.3293228715803522
0.00038887714708790396,0.3270388605277809,-0.931456966096889
0.0001849982197718998,0.42466772051090457,0.05343054863419505
0.0015781545279927465,-0.8108142934024192,-0.5066387811832382
0.003136735999006752,0.2593568589532943,-1.4028735576553326
0.005407989979757325,-0.8222967119581217,-0.30881651171870583
0.007253804472765864,-0.6086322794254821,-0.8929059321917441
0.0006843022665695126,-0.03668457968278688,-0.6182079559632139
0.009355129487914865,-0.4840180001993483,-1.1491697834328969
0.004324109138668122,0.24475111774654953,-0.6436324616435121
0.001736417550696579,0.6871489009175301,-0.21907847758308074
0.005480886296684766,-0.2905976139074401,-1.3731306825841338
0.008454867517814466,-0.4360295999162167,-0.804024562258185
0.0009401864438217573,-0.12757288126247165,-0.19851304806470127
0.017554483314930064,-0.6503541703061112,-0.4659608785070972
0.009294112038725464,0.9078462005312161,-0.34091563441629846
0.012962573845870386,0.18378002328841925,-0.9328076751790979
0.008401097926859447,0.29829383030465334,-0.5896545636634123
0.01489752998438271,-0.6182789075223234,-0.07007844337432534
0.013207815115478716,0.6374740461750562,-0.7012538834337847
0.016620639254076308,0.7051391136089283,-0.6466988982952735
0.02469466841493782,0.6391527306267536,-0.4670335378687809
0.010192092721159693,-0.7057570558546206,-0.36808677198125217
0.005780114725113676,-0.6705526329015153,-0.46297495983389503
