valor,familia,sinal
1.231192762820689,0,1
-0.8147005880903899,0,1
-1.3952857144314394,0,1
-1.951943444297235,0,1
0.7490583931190608,0,1
0.295201114401211,0,1
1.4021952894294463,0,1
0.6322418437996314,0,1
0.3583443047661539,0,1
1.6419371745047049,0,1
1.01871154256054,0,1
1.4611519232379737,0,1
2.548639354908108,0,1
-0.5142109316819279,0,1
-1.3095280961353075,0,1
-0.2585765737126525,0,1
0.23927394601492064,0,1
-1.8784761984383738,0,1
1.2540818917951182,0,1
-0.5173841314946132,0,1
0.6048078591098736,0,1
-0.3925280872404086,0,1
-0.15592316549603016,0,1
0.3195958275016733,0,1
-1.1201561771666513,0,1
-0.42323487517141034,0,1
-0.35738380753103366,0,1
-0.4051125544824368,0,1
-0.696433681977509,0,1
-0.8664869627847129,0,1
0.08843687901989439,0,1
0.34118951340266096,0,1
-0.06514302338540606,0,1
0.2859498965531759,0,1
-1.3918969831828931,0,1
-0.7037627076697986,0,1
-0.6593255511349628,0,1
-0.8437515146225021,0,1
-0.146271783223598,0,1
0.5066730383790466,0,1
-0.05689982502427033,0,1
0.25881202146113225,0,1
0.7224870709852533,0,1
-0.4314648882963989,0,1
-0.7594008740162543,0,1
1.4060074450059874,0,1
0.4864053786109512,0,1
0.2179957249202068,0,1
-0.4197179505608,0,1
-0.31852792850656675,0,1
0.6307485774515119,0,1
-0.40999004875457334,0,1
-0.2971618525611312,0,1
0.29529406187535684,0,1
-1.064407777658026,0,1
1.4852288777216953,0,1
-0.05811664284865572,0,1
-0.36560066541089287,0,1
-0.2709906675191936,0,1
-0.06738386640912815,0,1
2.983912803761122,0,1
-1.5927482092037792,0,1
0.3206206612400765,0,1
-1.336187438783871,0,1
2.3876968381532513,0,1
-0.7687013330851119,0,1
-0.3881024535274917,0,1
-0.9194390549119272,0,1
-1.1813447782018718,0,1
-0.40477782980488214,0,1
-0.2693242821952416,0,1
-0.8410167715415974,0,1
-0.6252809858409881,0,1
-0.1183730794960841,0,1
-0.39704266712182784,0,1
-0.7231681210490577,0,1
0.3635595113718728,0,1
0.9817925772378998,0,1
-0.9507017123958205,0,1
-0.5362458567655864,0,1
-0.5642427167690791,0,1
-1.0807809655702758,0,1
0.7144847999352598,0,1
1.2523756231125456,0,1
0.5914917972425344,0,1
-0.3890489722645971,0,1
0.6947270499067237,0,1
-0.6155565315408932,0,1
-0.8072546604247066,0,1
-1.0011537594155757,0,1
0.1959307682353368,0,1
1.5615512310799418,0,1
0.3378444524464542,0,1
1.1885281549093896,0,1
-3.446135844797836,0,1
-0.42427999978814346,0,1
-0.5999253473466243,0,1
-0.8635826639163282,0,1
0.5790691506284342,0,1
1.5122006767590548,0,1
1.0280004803011051,0,1
-0.32520106479666144,0,1
0.5260166945602103,0,1
-0.8262338593007378,0,1
-1.8854674084127083,0,1
-0.658185667628846,0,1
0.5984511243161671,0,1
-1.0327628048887931,0,1
2.020827169075915,0,1
1.203021785646473,0,1
1.0182803545896626,0,1
0.18708366255170397,0,1
-0.04122356318416502,0,1
1.677568645942681,0,1
-2.012453707904198,0,1
2.1378157021238304,0,1
-1.9669161078737918,0,1
0.7360184935292391,0,1
0.33224112474086154,0,1
0.20330710120852627,0,1
0.2899326898292956,0,1
-1.0028100309575942,0,1
0.21665000708943294,0,1
-0.9217145785135791,0,1
-0.24911906700282765,0,1
1.3275683707993482,0,1
0.5870670665466785,0,1
0.4852740926858983,0,1
-0.3522868355412115,0,1
0.7273073096079117,0,1
0.02518496076879853,0,1
-0.8090258494717916,0,1
-1.1265583929305756,0,1
0.557579490944108,0,1
2.3014759742630564,0,1
-0.8919576444218112,0,1
1.7525291549913353,0,1
0.06325804537935371,0,1
-0.40684882046358356,0,1
-0.8725077749588794,0,1
0.9253577291958206,0,1
1.3942231748938057,0,1
2.275841065318987,0,1
0.11015977556729391,0,1
-0.23063568095454298,0,1
-0.7786188295335842,0,1
-0.9235005047912666,0,1
-0.9928330929629962,0,1
-1.620022325773484,0,1
0.642745136181342,0,1
-1.0967964787385822,0,1
-0.0005393001671910901,0,1
1.394872098901373,0,1
-1.369852745406268,0,1
-0.44244853072080853,0,1
0.6649257978716533,0,1
1.4071882800682975,0,1
0.3369351641649388,0,1
-0.1938336617187806,0,1
1.5044794767757115,0,1
-0.694196068376886,0,1
0.19772205207404334,0,1
-0.02490609372909917,0,1
0.27860709734534705,0,1
2.1380163206976825,0,1
-0.9336110258836755,0,1
-1.6951009304422933,0,1
0.6743416752509817,0,1
-1.6485703618161407,0,1
-0.32694529117256066,0,1
0.24352924716423163,0,1
2.3066863883299535,0,1
-0.7294077370661733,0,1
-0.09988155573547955,0,1
-1.762181756621998,0,1
-1.7187125381526593,0,1
0.7583923251302246,0,1
