valor,familia,sinal
1.7303789674898606,2,1
1.8647789187761674,2,1
2.1289237986159604,2,1
2.132176855379347,2,1
1.7791578527480092,2,1
2.326226666827678,2,1
2.597900134075815,2,1
2.5163470755497546,2,1
2.2405270633302523,2,1
1.9274650855831676,2,1
2.1651752182095607,2,1
2.203924243028745,2,1
2.1440366810193447,2,1
2.150983823939672,2,1
2.4494492214927455,2,1
2.384658805420739,2,1
2.2255294650463733,2,1
2.334002862704515,2,1
2.3201735271972748,2,1
2.2669566620852724,2,1
1.9553647597186876,2,1
2.039136367294772,2,1
2.028468861395711,2,1
2.0242369853636366,2,1
1.9787168284654255,2,1
1.7689597217877433,2,1
1.6655643212422424,2,1
1.5057333669627517,2,1
1.7788616257194798,2,1
1.716832490837692,2,1
1.7142528915578987,2,1
1.6519224336128706,2,1
1.999640419651589,2,1
2.1551563515205876,2,1
2.0498108010397855,2,1
2.009908787859604,2,1
2.123078012402052,2,1
2.075326863031183,2,1
1.9099157715562032,2,1
2.0159269464458554,2,1
1.913759603000624,2,1
1.5551439957997575,2,1
1.2974576828527558,2,1
0.9443364217700398,2,1
0.738299869166199,2,1
0.5701521215514392,2,1
0.49236599711769674,2,1
0.373710612819127,2,1
0.1303019242189966,2,1
0.1974025860820697,2,1
0.21966948459815056,2,1
0.52495702804036,2,1
0.5944393084118512,2,1
0.6944735485199041,2,1
0.6417984803082233,2,1
0.8878491283549496,2,1
0.6987983745203913,2,1
0.8743463177501124,2,1
1.0266269205375773,2,1
0.8130195031149282,2,1
0.9382372169144515,2,1
1.037329635548492,2,1
0.8641044205918856,2,1
0.7833301852302698,2,1
0.5584713003804073,2,1
0.5026678562506309,2,1
0.4304575219144061,2,1
0.45991084009409244,2,1
0.45634242226089683,2,1
0.6437239001163834,2,1
0.5037185151877017,2,1
0.45450643184371514,2,1
0.5874318214874453,2,1
0.5568852711135069,2,1
0.6196091345218894,2,1
0.600891001280011,2,1
0.34606231396658654,2,1
0.23271906878681267,2,1
0.23232311833845098,2,1
0.32576514535892126,2,1
0.37823890717556347,2,1
0.09141920745131792,2,1
0.14855831151626359,2,1
0.1777692166416804,2,1
-0.014308273566476435,2,1
0.01108540481738072,2,1
-0.05848540677370583,2,1
0.1217300348437874,2,1
0.1425598671927839,2,1
-0.08501452940326942,2,1
-0.05115715908122556,2,1
-0.06017113020128618,2,1
0.11247938662727384,2,1
0.08719467212165988,2,1
0.5025686073636163,2,1
0.14642742117532956,2,1
0.028836419024995275,2,1
0.09405405973855882,2,1
0.2105763829067505,2,1
0.46113664188924625,2,1
0.3819346100249903,2,1
0.37242636506779697,2,1
0.2907581879778952,2,1
0.19741324084277284,2,1
-0.2347033258026009,2,1
-0.7166962243931393,2,1
-0.8944772389471484,2,1
-1.4337541077401836,2,1
-1.6664629052365971,2,1
-1.7570694846274444,2,1
-2.0423575451645,2,1
-2.405551479357595,2,1
-2.492545767564553,2,1
-2.550457948498519,2,1
-2.404859079389478,2,1
-2.6376549433910075,2,1
-2.801867085361124,2,1
-2.673021743505158,2,1
-2.760509386701574,2,1
-2.6612234486456345,2,1
-2.4095615508434496,2,1
-2.354307253635638,2,1
-2.259929176421772,2,1
-2.3801486816725275,2,1
-2.6069986248792163,2,1
-2.63512426310826,2,1
-2.942508046769208,2,1
-2.895316062442726,2,1
-3.0091195165812104,2,1
-3.3139652624859157,2,1
-3.6267257350263646,2,1
-3.658058351621024,2,1
-3.9935999617323836,2,1
-3.6333224882409625,2,1
-3.2328571908775996,2,1
-3.2533399255019786,2,1
-3.242168061420006,2,1
-3.461169710846318,2,1
-3.582939272234999,2,1
-3.319283930521214,2,1
-3.4929408256303756,2,1
-3.637424640247029,2,1
-3.7070786598919674,2,1
-3.52489937868949,2,1
-3.376338649082056,2,1
-3.516215225537264,2,1
-3.434010364280584,2,1
-3.4611123280049534,2,1
-3.34074292903928,2,1
-3.079467618284839,2,1
-2.9109234358433107,2,1
-2.8257114627247297,2,1
-2.7012626794275416,2,1
-2.466270176676416,2,1
-2.6052590665805266,2,1
-2.471854440975344,2,1
-2.369640819962269,2,1
-2.361740705058945,2,1
-2.659620223946791,2,1
-2.5684160447267987,2,1
-2.301258403880556,2,1
-2.2493628891350625,2,1
-2.719643734248808,2,1
-2.8663737628299697,2,1
-2.2564004845983407,2,1
-2.362450335868219,2,1
-2.1952548424032217,2,1
-1.935700419462626,2,1
-1.9448868836501074,2,1
-2.0547141984468382,2,1
