s2,psi
0.6281553479131701,0.7804261416027878
0.25959282871114875,0.6191725392950331
0.058737607969796546,0.6660921642086427
0.38306608092198374,0.6310650240009698
0.0,0.18654387245449192
0.014654931741718958,0.5619821092299281
0.3550522960676947,0.7416524013090856
0.19988137896161473,0.6514856194007372
0.11568343732660336,0.6418174132532996
0.06143728717067724,0.6834265913127723
0.4362032918716581,0.7207410497543314
0.5784970731979261,0.812635041620947
0.44332167317566823,0.8187852416355756
0.5977783625416284,0.7641835354250089
0.6279774974773339,0.7994376387830017
0.39720816719541086,0.823853775903419
0.5044572344800546,0.7854051052477418
0.7953198892727422,0.8253901366997765
0.4218722613592841,0.7323837495639105
1.0,0.7203178061457441
