s2,psi
0.05169260802835788,0.4510457349643727
0.004121735620477151,0.5092746054829607
0.000826562523499615,0.5530396437043112
0.021103731382656997,0.6631821236587627
0.09419460324039303,0.7228856014960688
0.6779162614132441,0.0
0.20422120283727058,0.7208743434585968
0.03489260871474487,0.6990501215805499
0.03604885313301379,0.5646715181463486
0.2611833985433789,0.7876518586569026
0.07343128989241635,0.685787992684837
0.03904075616905936,0.5237934617064205
0.016218107067165616,0.3921905836511657
0.022052734208199993,0.5685667692444029
0.010594429301003086,0.6140798768930079
0.01594586042666008,0.6262484668218931
0.09021712450811802,0.698762262156473
6.958790462096163e-05,0.7085259165647234
0.00908294182495873,0.6116354292749403
0.2008894266393323,0.5320539027983805
0.30571347008693656,0.8473160225275995
0.18956638241369067,0.8400338438405667
0.04555478625965798,0.7039542653240695
0.21708331068113318,0.48360843263890113
0.007008021167140234,0.7412323702806395
0.1403209958421687,0.7329819350707203
0.020112343945940313,0.5729991035831266
0.17745980204192324,0.17903037898352353
0.06985139273186011,0.29170334804159714
0.01216696816395668,0.5840395484181737
0.02326658467102392,0.7089796238939704
0.40630203390448794,0.6514654740221527
0.39584785886653934,0.17180635703801797
0.0588055467101492,0.7866558439886512
0.002105900216308622,0.5465209051333482
0.08832327136075564,0.8415962950311192
0.0803390659507232,0.5209256704658743
0.0766552878536398,0.7144065942683883
0.0752287902209779,0.7047128434564123
0.03457046265999194,0.3986582926047495
0.13461369479111654,0.8075890378028031
0.0148449653008127,0.6365934809055392
0.5872418736473108,0.604823500699365
0.05945085700391433,0.7406083695280483
0.009049341718468886,0.5385620806876534
0.0060105673621883154,0.4485303557955039
0.01010802098954902,0.47727577240190733
0.004523813565593513,0.524217735127629
0.10856547574276812,0.3287030674405669
0.027290746907666034,0.5444593714501595
0.02538516591863798,0.4702964965949969
0.06574968125720497,0.6799295718425565
0.012379797279459691,0.42466993096822864
0.08981468003506285,0.7074816850913445
0.32501081921774416,0.025222274053785115
0.004107903397996837,0.5760415480609554
0.5499990794844797,0.9135459493300164
0.01408450848494543,0.6578994123311075
0.01812741305584508,0.6969424107260829
0.12427324275230352,0.8589768895963956
0.13652646829211332,0.518165046384751
0.05700292324411751,0.6404747292530792
0.12640322568943985,0.7368296554207817
0.6383155227862188,0.3133698391116093
0.5391199757563211,0.7791651075872864
0.3094877299828175,0.5125346683790383
0.013839771935980117,0.6450879090273229
0.018325964018927526,0.581227500858204
0.2045032400039447,0.6790533729702419
0.05409954055655955,0.578692485430592
0.22848070664936754,0.6831297817268073
0.050749145376779714,0.736602615519818
0.008970733294414758,0.572531076873802
0.09818066817264813,0.8367716690924815
0.11253011747816154,0.617356478475153
0.023611991870993103,0.6567228950259648
0.20098150437744616,0.0
0.25965950620312134,0.49328647304508016
0.07010771904011746,0.5782492128605833
0.06797993841041604,0.5228527564311107
0.05235407116045549,0.5348328967625884
0.013460125052011307,0.6151877746398776
0.06686725161559884,0.6989267243791474
0.03026116082219896,0.629118824046344
0.07930261020651569,0.5900859481773534
0.028902106709986587,0.6700805267430681
0.03497364912412823,0.6094329144062487
0.020553079311080198,0.6110604069099623
0.01360814077138563,0.4853927873339293
0.008152011410866907,0.485987205044494
0.03423679805460226,0.8029569619810047
0.0446850445933283,0.6967976840953409
0.020667605780935728,0.5091475768755047
0.1167755009336742,0.7037677666034674
0.02840080257576002,0.6510591518022448
0.0014030462599575132,0.4852078335565098
0.05429416928042884,0.5999880366107846
0.07720634730581383,0.6664354414074913
0.09270271222418178,0.7844444337062371
0.015003310131204081,0.5790314018733411
0.009867500607901617,0.5301494938228037
0.06881358611148508,0.5961005855491238
0.061152317897079075,0.6872685639451974
0.01618316808690322,0.5917223958638724
0.020507505647727173,0.6282569769912189
0.16765908350905132,0.3684918758413834
0.05521324359859522,0.7221094504707891
0.05391347540939108,0.6188056892291944
0.5135143747552517,-0.0
0.024521387945475374,0.5494060876035914
0.2575449201184516,0.7748260602076242
0.25484177066403435,0.174437054044571
2.905629830856788e-05,0.7622169757654851
0.02829706111316525,0.6187009447390858
0.032657366434397914,0.6613034986713449
0.11848935685023462,0.5720937607858717
0.18665277227947094,0.8433220493624334
0.002885076460922419,0.42411639340257307
0.14669420969427316,0.8113568201800859
0.010349353677810919,0.6937598269798781
0.057165808663674926,0.6398968395509546
0.08892487060662838,0.6639873499188049
0.01112093795910373,0.45567601121190215
0.0008416363879279607,0.5483764510943127
0.045527302869106036,0.42862739472853106
0.7456182360428033,0.689268523842648
0.05809914728280646,0.521210314404514
0.3399155269134737,0.6345130722210128
0.002284079529514272,0.558389466879694
0.09250474815100258,0.7138364011646964
0.067334210153152,0.5671164214017435
0.13202940597990367,0.3989351519413885
0.09903578262951203,0.6062855274954002
0.002162830749605731,0.39847905703196634
0.24681767112715436,0.19019084627101163
0.04745442727890151,0.7000187459776881
0.6559039240826487,0.37486703596901133
0.06645797403269105,0.6042404432488572
0.008503207408065979,0.6284316432882182
0.12800038384741702,0.5936133301497148
0.017765122899232377,0.5588120176493807
0.030137337368995105,0.7282818820745817
0.006483762551009834,0.5719294069295382
0.5364989035611799,0.9599282841077128
0.00026276201132880404,0.6896689748576226
0.7907838289513923,0.8381188197852257
0.228706288638336,0.7049815275800632
0.006162431518098766,0.6366672796558087
0.003992276441702075,0.7535066309999352
0.0026191773815142593,0.4951315975340483
0.012010829015592507,0.6333938739623501
0.010959011149868577,0.5311700458076555
0.006151305377043114,0.4740842113192752
7.2572045957579255e-06,0.40161558308365236
0.0007965430108263175,0.41511297505643713
0.039402770814832934,0.6187478754839975
0.37240185231661066,0.7838816306158785
0.27381311111297985,0.5598874093776032
0.3154113184277517,0.6314566351614942
0.018722709038950666,0.6971825736551068
0.44088718986398334,0.9298361097884984
0.003234806374969695,0.4620346555950144
0.011358988794744066,0.3036349905555601
0.00818398449992334,0.44465098680050746
0.14990601707833676,0.35612739402003146
0.08099095038888164,0.6068654426669743
0.0028072963596524163,0.6040299188056941
0.16793217787377324,0.7023803002958429
0.05777013732181271,0.6736775283100721
0.004882596775696559,0.4910646816694869
0.01117306841027316,0.7104318903497945
0.029524234936476535,0.4863955489948136
0.027463105304360812,0.7034913333292021
0.3292648020316756,0.6476928823800018
0.009465904948448376,0.5638720141635629
0.16167516952488956,0.3902277081099128
0.054853684657141404,0.720817499650758
0.08664128835954535,0.6773544839021427
0.0005187669926191338,0.5078468673586558
0.010740763126130653,0.512823828919262
0.15405623737806742,0.6319386609855461
0.040870901669572045,0.5942625727018214
0.059562683806216064,0.5347757948167828
0.452628464172442,0.8878131284524057
0.05710761458010338,0.7608762041384086
0.7369781578742108,0.8094617801105846
0.06901824155583898,0.5459676672571474
0.6834863302580703,0.3766750806552085
0.030163684565931662,0.7244703961383709
0.0024471802784883177,0.5104437350047306
0.25089379736626943,0.5949952571150449
0.2966183045329734,0.6036613929012906
3.1828286213476335e-05,0.5939374144344263
0.0,0.6576105749385202
0.0005412257928988062,0.3997660070748676
0.004776937904966499,0.49021466967386534
0.26435823555352167,0.6293180800111426
0.017766253655670337,0.68748361884846
0.02487926647304339,0.5600512965351041
0.4289059485373604,0.08877037520949649
0.1664265574064626,0.7007606595889961
0.061740427321002246,0.5861136870347905
0.10113165467376947,0.3415037332426312
0.2162193342175734,0.5787797920358476
1.0,0.6876538553617627
0.00045671925661808194,0.433809458993933
0.00023524685019674004,0.2756527564979284
0.023655971782190165,0.23045634578791602
0.2561318387616769,0.41857389779163157
0.2822355589014299,0.33533663781039447
0.0,0.3449286264715957
0.015641851458650845,0.5128859575691619
0.02735245617067101,0.3263597578580669
0.055040445382453944,0.3953875407788281
0.0007286471044729258,0.44922881749023297
0.1058331820565707,0.32417008114498236
0.04039293364285419,0.3419369817920636
0.00429827184647553,0.2964232814158693
0.0088999418289606,0.2822850177821907
0.023060610499703087,0.3479547780056044
0.004422738705979028,0.39841155863238154
0.004448210290795675,0.3269739203966106
0.0046232775590603365,0.3827741969750763
0.013582530036194146,0.4320943894070678
0.09148980829649396,0.4440844796647638
0.0050668390913789505,0.3919190023697133
0.00029292290002946267,0.30813692250420316
0.006097093699881705,0.42899785205598356
0.005583712740538162,0.30821632556876977
0.060551239429960185,0.31209118535812863
0.0017580976029279221,0.3639501412671352
0.0005191558796184482,0.3926718075888826
0.7502134995641216,0.3454503848792478
0.6974203320966478,0.2833681569529791
0.06365932235293466,0.3486619798083842
0.31981954860891704,0.3743128490499899
0.002679664613731678,0.35976906898541994
0.03141664782800841,0.3312045424229135
0.2418739786324171,0.34625945501779765
0.147956818095509,0.28480726833647446
0.05026499065569475,0.3522290051089546
0.0314999931640054,0.3932063360099073
0.0237166831969248,0.28637972927249095
0.21684813963857688,0.31904523313622446
0.009731934870396572,0.3605454896290215
0.08292040860100322,0.329344887141567
0.04233894576841266,0.3704681626481207
0.10739915774031109,0.3337574368358465
0.04282564311698998,0.2919541765315525
0.01791155826252215,0.3104593518529067
0.006349956675514682,0.35559000045077754
0.10672565113868764,0.2909305065619504
0.04092686343479006,0.2865830713628569
0.06943181960642258,0.33699849856941405
0.15465639125456965,0.3549746948656639
0.05110926076433911,0.3570992442004442
0.0017504275114389554,0.31264775471476586
0.07827602997611278,0.38210510013382565
0.28403012750260054,0.28045008368137353
0.03299109800617596,0.29525615957469964
0.0017962655435282318,0.29090056255493363
0.056185065086847626,0.3172860898186126
1.0,0.2629978503999584
0.029968553128552577,0.31972307111027015
0.06986581799181425,0.31907077656434185
0.06961818099086986,0.2653174723929423
0.05472963059131812,0.2975493019383841
0.009150060895751171,0.2713896271425088
0.02795254833622324,0.2890628465109599
0.05694318707568046,0.26726146987416527
9.072114096128874e-05,0.2917460428742124
0.0005177883531430807,0.3047600747900546
0.09491656301761023,0.3135280028040823
0.0735043859343762,0.2649419776807837
0.06739123280119518,0.2542571793433432
0.2652062452510837,0.2958856044442922
0.2809544607515934,0.30836804970043524
0.007100288764705204,0.2909583705614579
0.052520406364197095,0.30251071850408995
0.0009922466708486538,0.28794998662454485
0.010323884654782258,0.28694728056231833
0.3294279711212225,0.29071512904159513
0.006889348743227185,0.26000125550477615
0.0027916741813562517,0.26859831826136843
1.7403611505358143e-05,0.28558760466485433
0.0002740414919016568,0.528748900403808
2.615812731369159e-05,0.5207028081758509
0.0018419491279644466,0.5562377414644019
8.188802782541878e-05,0.5327106334353017
3.34752880901421e-05,0.5845860950731926
0.0004848522373643211,0.5170105293144426
0.004099997872543503,0.5536666151668759
0.0020826471984056166,0.5448765054002049
0.0027462150726164695,0.5494131749611192
8.343902128216068e-05,0.5325117180463124
0.0013334449371808807,0.5094951660684225
3.303902049192461e-05,0.5329003459287543
0.0008110442535121556,0.5512241284187932
0.00029537544467956846,0.5043698447048344
0.0007548479683870398,0.5767639956540349
0.0028720278486645493,0.4952289826767652
0.0011468497559871688,0.5731020805897146
0.0,0.538934016928207
0.00038798168518908995,0.535613712299899
0.0008922402527507428,0.5409791512059307
0.0040978760115438165,0.35018681339586294
0.0005058914513168089,0.3474815047605019
7.174372443010136e-05,0.3866059513576224
0.008811747141139204,0.39907391319604063
0.0061093975354193355,0.37167051353141084
0.012205542670047653,0.38004699527236946
0.0007633778129396926,0.3768721016491379
0.0057808741842764475,0.34190323150580987
0.00826993241531932,0.3566095448435047
0.004695322560455775,0.3824851864779041
0.027289964842520838,0.33421299105647595
0.09218809938861401,0.36933292639842447
0.05350885240921581,0.32353443757507716
0.02055201254213336,0.3487789120341065
0.024173005052415354,0.35554356813877086
0.0007097424010835912,0.3557165104982658
0.008538030971481701,0.3696380892055805
0.011534130689633172,0.33577432703700055
1.5694504996687756e-05,0.3570699248653115
0.02558157520710814,0.399787268399275
0.1655120220978669,0.24370218080452208
0.37481411303953954,0.2736236166347101
0.06258109878296245,0.2542635487899622
0.016866729208353335,0.2827278053024397
0.05040579631642076,0.3367321229779603
0.35168314037418097,0.3003547332047927
0.06685277667532946,0.25750612174131476
0.0016091018613241922,0.2645510321871518
0.7425033576503848,0.29672902635737125
0.07798362621826158,0.2854040534324776
1.0,0.2904427964029497
0.41906785866856944,0.28610656904437526
2.100429290337858e-05,0.2562910593897971
0.20031269232933732,0.26842225752617155
0.014268203112518628,0.29832708357800897
0.11592200689079911,0.3088773059481176
0.0707029954399918,0.29732555019427087
0.36810688006114295,0.27334405979998366
0.8615778124928798,0.27317592070900065
0.011215561475177466,0.2881398716860898
0.032095629996307724,0.6550273420747955
0.032095629996307724,0.6366300269882061
0.032095629996307724,0.6621799436376508
0.032095629996307724,0.6881257175297858
0.032095629996307724,0.5979913736515151
0.03209562999630773,0.6360703130692799
0.032095629996307724,0.5835208571204539
0.032095629996307724,0.6597824584988439
0.03209562999630773,0.6493997148404311
0.03209562999630772,0.6244244832747223
0.009347551625503268,0.574970370254863
0.009347551625503272,0.5524735637137648
0.009347551625503272,0.5743758440606515
0.009347551625503277,0.5718706084693598
0.009347551625503268,0.5645369208367867
0.009347551625503277,0.5602222304465039
0.009347551625503272,0.5071986440156904
0.009347551625503268,0.5965715966408819
0.009347551625503268,0.4899806185217361
0.009347551625503268,0.5893804013717525
0.0,0.4110767072111785
5.078093884890352e-19,0.4171059457974964
7.617140827335528e-19,0.4240812267314686
7.617140827335528e-19,0.37364224527193307
5.078093884890352e-19,0.43695961266187017
7.617140827335528e-19,0.3682576472470418
5.078093884890352e-19,0.4216491500943036
7.617140827335528e-19,0.4036305111679845
5.078093884890352e-19,0.38574125201771803
0.0,0.3987199726913577
1.0,0.8502414897710769
0.999999999999999,0.8244048505954176
0.999999999999999,0.8819739290235378
1.0,0.8013214726818664
1.0,0.7923340897024486
0.9999999999999992,0.8897330446202909
1.0,0.8926359523557712
0.999999999999999,0.8888772416854454
1.0,0.8817742439141456
1.0,0.8493167664173378
0.441428093892722,0.8038414766427744
0.4414280938927216,0.8456650734832374
0.4414280938927216,0.8331356347317261
0.4414280938927214,0.795744366488014
0.4414280938927216,0.7803274560531755
0.4414280938927214,0.7705278109314286
0.4414280938927214,0.830030514559734
0.4414280938927216,0.8377821779640525
0.4414280938927216,0.7803655684307395
0.44142809389272175,0.8450098743780015
0.098674768402206,0.7123876383783312
0.098674768402206,0.7515118985233251
0.098674768402206,0.7456287560362008
0.09867476840220596,0.689366194142106
0.098674768402206,0.7274366758504732
0.098674768402206,0.6600163353177108
0.098674768402206,0.7413485069467408
0.098674768402206,0.745981193871204
0.098674768402206,0.7034846525272778
0.098674768402206,0.7299701209968151
0.6281553479131701,0.7804261416027878
0.25959282871114875,0.6191725392950331
0.058737607969796546,0.6660921642086427
0.38306608092198374,0.6310650240009698
0.0,0.18654387245449192
0.014654931741718958,0.5619821092299281
0.3550522960676947,0.7416524013090856
0.19988137896161473,0.6514856194007372
0.11568343732660336,0.6418174132532996
0.06143728717067724,0.6834265913127723
0.4362032918716581,0.7207410497543314
0.5784970731979261,0.812635041620947
0.44332167317566823,0.8187852416355756
0.5977783625416284,0.7641835354250089
0.6279774974773339,0.7994376387830017
0.39720816719541086,0.823853775903419
0.5044572344800546,0.7854051052477418
0.7953198892727422,0.8253901366997765
0.4218722613592841,0.7323837495639105
1.0,0.7203178061457441
