variancia_ao_quadrado,curtose,alfa
0.07236281092901824,-0.3268824411336211,1.5507262556374302
0.09061515181844944,-0.38911301092599526,1.1907697681621054
0.9650439572416429,-0.0990516749905348,1.1416742326638658
0.25430852230828993,-0.8494526511191443,1.4266654731735402
0.8539134659122358,0.7428688830183638,1.4905634767341114
0.7029971007570127,-1.104227245994783,1.4969359680889833
2.9033306239346643,-0.4452732685084042,1.452106066290345
0.15843696538047697,-0.34332749752964853,1.4474901310558117
0.4880652539547876,-0.39777514180513807,1.3747765936997207
3.097633272987323,-1.2688737412094846,1.5306380209353052
1.366927313130631,-0.6255652969222618,1.316367839074443
0.22482002089819522,-0.9418455110563011,1.0425503293777956
10.344896048656825,-0.6406911625695022,1.522235946166116
3.2822132795150507,0.3736555020324732,1.591824153537804
1.8807589166323746,-0.8255681149929925,1.5815661985438185
7.070798922259551,-1.3175479854182401,1.3462726559525557
17.242971978826322,-0.4772854609617636,1.3948934669067268
16.224340649417297,-1.035987427329259,1.4347224423394191
53.86002821311625,-0.6660902162770292,1.4169577324368294
12.344754408232816,-0.7363389228796273,1.3824101508736977
50.86518147015136,-0.5497738820802738,1.3861731425484873
10.667284594191463,-0.204384339221364,1.3421038047665523
919.5712400862715,-1.1864595136028346,1.6384143382094374
21.11304595683293,-0.4808200707502164,1.4644682918239846
2309.5425406555155,-1.6144072340304805,1.538726706614093
57.925128435736426,1.010481564906161,1.5079211466123317
63.219520483645596,-1.0852329204916569,1.4631781609600671
688.307911342932,-0.5616281540780816,1.6220327698732901
654.2237455399982,-0.2450579183502839,1.5162792232276985
1137.7239809080927,-1.4739441268071416,1.5305933698530372
1305.1134685282875,-0.7352147914819667,1.553181861132173
3125.7348521846525,0.5663725681563121,1.4807244896944127
2392.6122837849293,-0.631417432249171,1.4839990103191278
11569.905197925638,-1.4498099218885223,1.5161664333489728
532.0526063181429,-1.0989403494737997,1.4102848738304745
524.3155292467974,-0.5137537967137429,1.5107564797998432
209.44360962500056,-0.2115205334503827,1.3995474971676847
