variancia_ao_quadrado,curtose,beta,alfa,beta_calc
3.8984989056012638,-0.760831309053513,-1.2212345369056337,1.5762535087490837,2.1525070174981673
0.04162046448953184,-0.032194114142557684,-0.8621166115703541,1.4768047226723147,1.9536094453446293
0.523813205027907,-0.49340467714105696,-1.0222790571335616,1.6087187151378126,2.2174374302756252
0.16922966355756416,-0.5761810395079188,-2.020867517804247,1.471005853737696,1.942011707475392
0.1751808736136193,-0.06116102585248573,-0.03656550165869921,1.338284830315095,1.6765696606301899
0.3131594892280839,-0.7050817951277488,-0.621078429105578,1.322523482206137,1.6450469644122738
0.20790177093971798,-0.19428738386264932,-2.1306037601549224,1.453811709418936,1.907623418837872
0.08872652021628226,-0.9965274167720004,-3.22316083446496,1.374137913963606,1.7482758279272121
0.08923483214991744,-0.6168328455844416,-1.6221544218255424,1.5254246112201135,2.050849222440227
2.9904623940422654,-1.2150895047135075,-1.5825800445196085,1.4781386028576156,1.9562772057152311
149.33221358625102,-0.5760638624306922,-2.499984849964027,1.6808453256610585,2.361690651322117
4.743429821842472,-0.9693058653461266,-2.4372630362804717,1.477591679087951,1.9551833581759022
1.3371723206127033,0.21169299523789586,-0.7041583476436016,1.5378773632393867,2.0757547264787735
1.3420654636811242,-0.771258351779764,-1.2320213773080066,1.532573975687122,2.065147951374244
1.0249132060187502,-0.30750715866929124,-0.8920428613600722,1.4352781676622226,1.8705563353244452
61.52005088835705,-1.1138865026673797,-1.9020174331655222,1.468097571712108,1.9361951434242162
1.4918074626257942,-0.076120167838448,-0.8016337189391767,1.5305603777644248,2.0611207555288495
718.4227379844862,-1.2125764886323174,-0.9999948683315911,1.700117946893434,2.400235893786868
5.690787384826041,-1.0118990818287328,-1.594454124793173,1.3122051606645526,1.6244103213291052
12.648418107629439,-0.8386708303751829,-1.804234993941107,1.4212351227042206,1.8424702454084412
582.7207342489661,-1.2764119876030031,-1.91077800097563,1.472458850704805,1.9449177014096102
141.34964450122794,-0.4505300455509369,-2.0921528823370505,1.5562106974744387,2.1124213949488775
27.650507172470572,-0.7791559266555068,-1.6417565478671512,1.434701641585167,1.869403283170334
40.95678913707545,-0.41367315616096256,-1.8913461977408932,1.533058392710621,2.066116785421242
123.66437669534812,-0.7071959787404749,-1.469170213631724,1.4517240133732294,1.9034480267464589
116.03703462648605,-1.2901705927888367,-1.3622015069221514,1.4403794529722234,1.8807589059444467
105.42791511288222,-0.5638054287954026,-1.8864731051844368,1.6083254133710165,2.216650826742033
