variancia_ao_quadrado,curtose,beta,alfa,beta_calc
0.010375449341931093,-1.3881075096349695,0.08600054095103071,0.3744201693025357,-0.2511596613949286
0.009241552780562963,-1.46589529657756,-0.20188493790536055,0.4233841980670541,-0.15323160386589185
0.007623669722548674,-1.2132121702606686,0.0424746128141551,0.3553063622783601,-0.2893872754432798
0.0074445057901212286,-1.3620361256666822,-0.15553065456984982,0.3829032055595976,-0.23419358888080477
0.011664993447014235,-1.4030795187008893,-0.02434225216390218,0.44139827476789245,-0.1172034504642151
0.008591655596505083,-1.4115075781534048,0.051045646594972016,0.3974887884600717,-0.20502242307985663
0.014745285924030942,-1.485210796101677,-0.2219474436578438,0.4815134019173568,-0.03697319616528638
0.007736523911198323,-1.399261725795715,0.2770396935739352,0.42389760718621794,-0.15220478562756412
0.007725858290333127,-1.4143157345992416,0.09747062318902189,0.37228020466650524,-0.2554395906669895
0.013758393318531828,-1.4608731334628755,0.07093624344853988,0.42913748724634265,-0.1417250255073147
0.010699710235363308,-1.399943232548881,-0.12537196347101837,0.4638277759930024,-0.0723444480139952
0.014167877578841543,-1.480906940927971,-0.002170157477940249,0.4819337870841398,-0.03613242583172038
0.011561823119409825,-1.4278159387727771,0.04380964868518711,0.45187447635345024,-0.09625104729309952
0.009871801572138433,-1.3733470883486092,0.08077292577343753,0.40989323843620634,-0.18021352312758732
0.0074426610794011885,-1.36017388811057,0.4277473876077834,0.3899867689491467,-0.22002646210170662
0.012142318530029464,-1.451934520210888,0.056990718574995824,0.47040878691276106,-0.05918242617447789
0.012316650535146434,-1.5021227920286222,-3.815436358716317,0.0032115775586520436,-0.9935768448826959
0.007504456814256187,-1.3707308414919486,0.013640504369190953,0.43004334637352426,-0.13991330725295148
0.012734865894466126,-1.4594801516860039,-0.039004222459241955,0.4493796184208357,-0.10124076315832864
0.011582837649190944,-1.4265718035101012,-0.14121015172299456,0.42434059086170034,-0.15131881827659932
0.01222516106040041,-1.5065952360636734,0.3443612639324689,0.030945834907170202,-0.9381083301856596
0.011461959498124535,-1.4276222937578842,-0.009017655545566772,0.4132022473881321,-0.1735955052237358
0.012299938076291327,-1.4616914610954526,-0.00554396803641799,0.4690065049146184,-0.061986990170763145
0.0076895309624612175,-1.3817099557417136,-0.1338194088927832,0.4013614145383828,-0.19727717092323438
0.00783165787512015,-1.4028731942602313,0.17067780624960993,0.409376908774591,-0.18124618245081803
0.012170129198827508,-1.4995823584442478,-3.8470210257408866,0.0031662551123905805,-0.9936674897752188
0.011410055250622496,-1.4249222821245233,-0.3197424961392189,0.4236497790712539,-0.1527004418574922
0.013829664534553228,-1.4767478318484226,-0.120236425394466,0.5526120430291999,0.10522408605839972
0.011660347082116907,-1.4386593101096532,0.15342648307967433,0.4258384821235249,-0.14832303575295025
0.00755938511381725,-1.4049473900425793,-0.25069031752432797,0.37632154519906835,-0.2473569096018633
0.0004094742896354099,-0.8980608557029099,0.10725715433266281,0.24566559452433423,-0.5086688109513315
0.0006393991576056887,-0.7639824636015353,0.07243535899832976,0.2958830907647654,-0.40823381847046925
0.00034265715410107143,-0.7005874908293843,-0.04619621814426389,0.26121322997624713,-0.47757354004750574
0.0011719301015024714,-1.077825448006636,-0.47055522948859896,0.27731684672890466,-0.44536630654219067
0.001550304010527664,-0.8613875201129857,0.08697760116237485,0.3211588395103866,-0.3576823209792268
0.0019380435202200218,-0.9601054010938062,-0.0358423175206003,0.31256147296617426,-0.3748770540676515
0.0019171827243938122,-0.6831025087533948,0.22135145821554825,0.25292260746685397,-0.49415478506629207
0.0007252135096792953,-0.9192848832478129,-0.1530516541386555,0.2560145336969965,-0.487970932606007
0.0008174789721968748,-0.8866034736706885,-0.01663414467957458,0.25566771605695415,-0.4886645678860917
0.00037535433203705714,-0.8234166572441155,0.09304343134955562,0.270512710767272,-0.458974578465456
0.0016604639974190376,-0.9020200984983799,-0.11576565777288439,0.2810734704593758,-0.4378530590812484
0.0003588889855942305,-0.8060179729378976,0.06523302110994855,0.306817444698989,-0.38636511060202205
0.0006989764907115644,-1.0322383556955754,0.1744262452776999,0.2717328174366949,-0.45653436512661016
0.0007159918396246193,-0.9838608398180346,-0.29170926185039997,0.2568668190285218,-0.48626636194295636
